annotation_lbl,category,sentence
stab_mag_1986_432267.txt-85-11_stab_mag_2007_388314.txt-297-21,Distantly Related,"But cases like this one always leave me with a sharp stab of sadness for the innocent children involved. || Sullivan, the same man who warned him he'd be prosecuted for going to Hanoi, and Sullivan made a stab at summing it up: I guess the lesson of all of this is that you have to destroy the opposition before it can rise."
stab_mag_1986_432267.txt-85-11_stabs_fic_1989_780082.txt-1559-10,Closely Related,"But cases like this one always leave me with a sharp stab of sadness for the innocent children involved. || He pulled himself upright, his spine unkinking with little stabs at each vertebra."
stabbing_fic_1846_4464.txt-2011-69_stab_mag_1966_431722.txt-99-10,Closely Related,"Their train, following closely after them, had all entered into the defile, the last of them having already passed the abutment nearest to Rome, when a loud shout arose from either side the bridge; and from the thickets and gardens at each extremity forth rushed a band of stout youths armed with casques and cuirasses of bronze, with the oblong shields and Spanish stabbing swords of the legionaries. || makes the wound fester; the mind, renewing the stab, causes it to bleed afresh."
stabbing_fic_1846_4464.txt-2011-69_stabs_fic_2009_36924.txt-37-21,Closely Related,"Their train, following closely after them, had all entered into the defile, the last of them having already passed the abutment nearest to Rome, when a loud shout arose from either side the bridge; and from the thickets and gardens at each extremity forth rushed a band of stout youths armed with casques and cuirasses of bronze, with the oblong shields and Spanish stabbing swords of the legionaries. || When it looked like Brady would go in after him, Olivia threw caution aside and raced downhill, ignoring the stabs and jabs of anything that tried to impede her progress."
stabbing_fic_1846_4464.txt-4749-50_stab_fic_1978_10636.txt-7924-6,Distantly Related,"In long ranks, like grass in the mower's swathes, the rebel warriors lay, with their grim faces, and glazed eyes, set in that terrible expression of ferocity which is always observed on the lineaments of those who have died from wounds inflicted by a stabbing weapon; and under them, or near them, in ghastly piles were heaped, scarce less in number, the corpses of their slaughtered conquerors. || As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front."
stabbing_fic_1846_4464.txt-4749-50_stab_mag_1966_431722.txt-99-10,Closely Related,"In long ranks, like grass in the mower's swathes, the rebel warriors lay, with their grim faces, and glazed eyes, set in that terrible expression of ferocity which is always observed on the lineaments of those who have died from wounds inflicted by a stabbing weapon; and under them, or near them, in ghastly piles were heaped, scarce less in number, the corpses of their slaughtered conquerors. || makes the wound fester; the mind, renewing the stab, causes it to bleed afresh."
stabbing_fic_1980_10659.txt-7615-40_stab_mag_1966_431722.txt-99-10,Closely Related,"He was barefooted, of course, and carried in his hands only two things: his massive shield almost as tall as himself and pure white, except for a small black dot in the middle; and his stabbing assegai with haft two feet long and iron point one || makes the wound fester; the mind, renewing the stab, causes it to bleed afresh."
stabbing_fic_1980_10659.txt-7615-40_stab_mag_1986_432267.txt-85-11,Distantly Related,"He was barefooted, of course, and carried in his hands only two things: his massive shield almost as tall as himself and pure white, except for a small black dot in the middle; and his stabbing assegai with haft two feet long and iron point one || But cases like this one always leave me with a sharp stab of sadness for the innocent children involved."
stabbing_fic_1980_10659.txt-7615-40_stabbing_fic_1846_4462.txt-3486-16,Identical,"He was barefooted, of course, and carried in his hands only two things: his massive shield almost as tall as himself and pure white, except for a small black dot in the middle; and his stabbing assegai with haft two feet long and iron point one || Never heed polishing them very much, but give them right keen edges, and good stabbing points. """
stabbing_mag_1966_210733.txt-23-34_stab_fic_1835_7172.txt-4168-10,Distantly Related,"Only twelve miles to go, "" he tells Tinkerbelle, whom he regarded throughout as "" my dearest companion, "" and then he adds: "" The thought brought on a faint stabbing of pain. "" || his limbs were stiff, and the region of the stab sore and sensitive to the least touch."
stabs_fic_1989_780082.txt-1559-10_stab_fic_1994_41243.txt-295-21,Closely Related,"He pulled himself upright, his spine unkinking with little stabs at each vertebra. || A young man with a thin mustache appeared to be pushing himself against this woman, and Megan felt a sudden stab of violation."
stabs_fic_1989_780082.txt-1559-10_stabbing_fic_1846_4464.txt-4749-50,Distantly Related,"He pulled himself upright, his spine unkinking with little stabs at each vertebra. || In long ranks, like grass in the mower's swathes, the rebel warriors lay, with their grim faces, and glazed eyes, set in that terrible expression of ferocity which is always observed on the lineaments of those who have died from wounds inflicted by a stabbing weapon; and under them, or near them, in ghastly piles were heaped, scarce less in number, the corpses of their slaughtered conquerors."
stabs_nf_1824_747448.txt-2264-37_stabbing_fic_1980_10659.txt-7615-40,Closely Related,"I * ' imagine that this dark hint took its origin from one of "" my Notes in ' The Giaour, ' in which I said that the coun "" tenance of a person dying by stabs retained the character "" of ferocity, or of the particular passion imprinted on it, "" at the moment of dissolution. || He was barefooted, of course, and carried in his hands only two things: his massive shield almost as tall as himself and pure white, except for a small black dot in the middle; and his stabbing assegai with haft two feet long and iron point one"
stroke_fic_1828_8204.txt-680-10_Strokes_fic_1860_8596.txt-1078-1,Identical,"Attempt to lead him with a silken string, To stroke his bristled mane and gaily pat His iron scales? || -- Strokes his chin -- all laugh and exit, R. H. Rip."
stroke_fic_1828_8204.txt-680-10_stroking_fic_2003_48737.txt-205-14,Identical,"Attempt to lead him with a silken string, To stroke his bristled mane and gaily pat His iron scales? || I have everyone's attention, all except the woman in the far corner stroking the sleeping boy's hair."
stroke_nf_1982_773998.txt-170-5_stroking_fic_1997_54713.txt-283-12,Closely Related,"Wipe off the oil and stroke a finger towards the edge on the other side. || He reached over and drew her onto his lap, one hand stroking her hip under her running shorts. """
stroked_fic_1822_7275.txt-1325-5_stroked_fic_1996_54493.txt-646-4,Closely Related,"and as she spoke she stroked Jane's hair back from her pure smooth brow || Caressed her lips, stroked her mouth with his tongue until he heard her breath quicken."
stroked_fic_1844_7135.txt-1207-17_stroking_fic_1962_10423.txt-3594-5,Identical,"And the Dey, who was a noble looking man, with a magnificent brown beard, stroked his beard and looked contented. || on the front stoop, stroking a blanket, shaking quietly and trying to rock himself to sleep at the height of day. """
stroked_fic_1857_3100.txt-1384-12_stroked_fic_1982_10687.txt-2808-16,Identical,"Guly threw an arm about him, and with the other hand stroked the dark locks soothingly back from the excited brow. "" || Petrescu, downcast, much troubled, nodding, stroked the fuzz of his fedora, stroked the dense hairs growing from his ears."
stroked_fic_1982_10687.txt-2808-16_stroked_fic_1996_54493.txt-646-4,Identical,"Petrescu, downcast, much troubled, nodding, stroked the fuzz of his fedora, stroked the dense hairs growing from his ears. || Caressed her lips, stroked her mouth with his tongue until he heard her breath quicken."
stroked_fic_1996_54493.txt-646-4_stroked_fic_1819_8618.txt-457-20,Identical,"Caressed her lips, stroked her mouth with his tongue until he heard her breath quicken. || , Abbot upon wrecks; To Jacobs then, to Jacobson turn'd next, Then shook his head and stroked his chin perplex'd."
